    E, kcal/mol    D, mol/kcal        W1->W2a        W1->W4a         W1->P1
             12    1.85066e+11    6.25572e+10    1.99828e+11              0    4.03332e+06    4.69805e+11
           12.2    1.89807e+11    6.38404e+10     2.0588e+11              0    4.62973e+06    4.94899e+11
           12.4    1.94656e+11    6.51394e+10    2.12054e+11              0    5.29679e+06    5.20545e+11
           12.6    1.99616e+11    6.64544e+10    2.18353e+11              0     6.0406e+06    5.46827e+11
           12.8    2.04688e+11     6.7785e+10    2.24776e+11              0    6.86765e+06    5.73868e+11
             13    2.09874e+11    6.91317e+10    2.31325e+11              0     7.7848e+06    6.01758e+11
           13.2    2.15177e+11    7.04942e+10    2.38001e+11              0    8.79926e+06    6.30584e+11
           13.4    2.20599e+11    7.18725e+10    2.44805e+11              0    9.91862e+06     6.6035e+11
           13.6    2.26143e+11     7.3267e+10    2.51738e+11              0    1.11509e+07    6.91039e+11
           13.8     2.3181e+11    7.46774e+10    2.58801e+11              0    1.25044e+07    7.22588e+11
             14    2.37604e+11    7.61037e+10    2.65994e+11              0    1.39879e+07    7.54986e+11
           14.2    2.43526e+11    7.75463e+10    2.73321e+11              0    1.56105e+07    7.88275e+11
           14.4     2.4958e+11    7.90049e+10    2.80779e+11              0    1.73817e+07    8.22416e+11
           14.6    2.55768e+11    8.04794e+10    2.88372e+11              0    1.93112e+07    8.57432e+11
           14.8    2.62092e+11    8.19702e+10      2.961e+11              0    2.14094e+07    8.93346e+11
             15    2.68556e+11     8.3477e+10    3.03963e+11              0    2.36866e+07     9.3014e+11
           15.2     2.7516e+11        8.5e+10    3.11964e+11              0    2.61539e+07    9.67765e+11
           15.4    2.81909e+11    8.65393e+10    3.20103e+11              0    2.88225e+07    1.00618e+12
           15.6    2.88806e+11    8.80947e+10     3.2838e+11              0    3.17039e+07    1.04543e+12
           15.8    2.95853e+11    8.96662e+10    3.36796e+11              0    3.48103e+07    1.08569e+12
             16    3.03052e+11     9.1254e+10    3.45353e+11              0    3.81539e+07    1.12703e+12
           16.2    3.10408e+11    9.28578e+10    3.54052e+11              0    4.17477e+07    1.16933e+12
           16.4    3.17921e+11    9.44781e+10    3.62893e+11              0     4.5605e+07    1.21236e+12
           16.6    3.25597e+11    9.61146e+10    3.71877e+11              0    4.97395e+07    1.25595e+12
           16.8    3.33438e+11    9.77672e+10    3.81005e+11              0    5.41652e+07    1.30017e+12
             17    3.41447e+11    9.94361e+10    3.90279e+11              0     5.8897e+07    1.34505e+12
           17.2    3.49626e+11    1.01121e+11    3.99697e+11              0      6.395e+07    1.39063e+12
           17.4    3.57981e+11    1.02823e+11    4.09262e+11              0    6.93396e+07     1.4369e+12
           17.6    3.66512e+11     1.0454e+11    4.18975e+11              0    7.50822e+07     1.4838e+12
           17.8    3.75224e+11    1.06275e+11    4.28837e+11              0    8.11942e+07    1.53141e+12
             18    3.84121e+11    1.08025e+11    4.38846e+11              0    8.76924e+07    1.57976e+12
           18.2    3.93205e+11    1.09791e+11    4.49006e+11              0    9.45947e+07    1.62885e+12
           18.4    4.02481e+11    1.11574e+11    4.59316e+11              0    1.01919e+08    1.67859e+12
           18.6    4.11951e+11    1.13373e+11    4.69777e+11              0    1.09683e+08    1.72893e+12
           18.8    4.21619e+11    1.15189e+11    4.80391e+11              0    1.17906e+08       1.78e+12
             19    4.31489e+11     1.1702e+11    4.91157e+11              0    1.26607e+08     1.8319e+12
           19.2    4.41565e+11    1.18868e+11    5.02076e+11              0    1.35807e+08    1.88458e+12
           19.4     4.5185e+11    1.20732e+11    5.13149e+11              0    1.45524e+08    1.93787e+12
           19.6    4.62349e+11    1.22613e+11    5.24377e+11              0     1.5578e+08    1.99163e+12
           19.8    4.73064e+11    1.24509e+11    5.35762e+11              0    1.66596e+08    2.04587e+12
             20       4.84e+11    1.26422e+11    5.47302e+11              0    1.77994e+08    2.10066e+12
           20.2    4.95162e+11    1.28351e+11    5.58998e+11              0    1.89994e+08    2.15609e+12
           20.4    5.06552e+11    1.30297e+11    5.70852e+11              0    2.02621e+08    2.21223e+12
           20.6    5.18175e+11    1.32258e+11    5.82865e+11              0    2.15896e+08    2.26911e+12
           20.8    5.30036e+11    1.34236e+11    5.95035e+11              0    2.29843e+08    2.32679e+12
             21    5.42138e+11     1.3623e+11    6.07366e+11              0    2.44487e+08    2.38536e+12
           21.2    5.54486e+11     1.3824e+11    6.19856e+11              0     2.5985e+08    2.44479e+12
           21.4    5.67085e+11    1.40266e+11    6.32506e+11              0    2.75959e+08    2.50491e+12
           21.6    5.79938e+11    1.42309e+11    6.45318e+11              0    2.92838e+08    2.56553e+12
           21.8     5.9305e+11    1.44368e+11    6.58291e+11              0    3.10513e+08    2.62669e+12
             22    6.06427e+11    1.46442e+11    6.71427e+11              0     3.2901e+08    2.68853e+12
           22.2    6.20071e+11    1.48533e+11    6.84725e+11              0    3.48357e+08     2.7511e+12
           22.4    6.33989e+11     1.5064e+11    6.98186e+11              0    3.68579e+08    2.81424e+12
           22.6    6.48185e+11    1.52763e+11    7.11811e+11              0    3.89706e+08    2.87783e+12
           22.8    6.62664e+11    1.54902e+11      7.256e+11              0    4.11764e+08    2.94183e+12
             23    6.77432e+11    1.57057e+11    7.39553e+11              0    4.34783e+08    3.00636e+12
           23.2    6.92491e+11    1.59228e+11    7.53673e+11              0    4.58791e+08    3.07149e+12
           23.4    7.07848e+11    1.61415e+11    7.67958e+11              0    4.83818e+08     3.1372e+12
           23.6    7.23509e+11    1.63618e+11    7.82409e+11              0    5.09892e+08    3.20342e+12
           23.8    7.39479e+11    1.65837e+11    7.97026e+11              0    5.37045e+08    3.27015e+12
             24    7.55762e+11    1.68072e+11     8.1181e+11              0    5.65306e+08    3.33747e+12
           24.2    7.72365e+11    1.70323e+11    8.26761e+11              0    5.94707e+08    3.40543e+12
           24.4    7.89291e+11     1.7259e+11    8.41882e+11              0     6.2528e+08    3.47399e+12
           24.6    8.06547e+11    1.74872e+11     8.5717e+11              0    6.57055e+08    3.54305e+12
           24.8    8.24141e+11    1.77171e+11    8.72626e+11              0    6.90065e+08    3.61255e+12
             25    8.42075e+11    1.79485e+11    8.88251e+11              0    7.24342e+08    3.68259e+12
           25.2    8.60358e+11    1.81815e+11    9.04046e+11              0     7.5992e+08    3.75325e+12
           25.4    8.78993e+11     1.8416e+11     9.2001e+11              0    7.96833e+08    3.82447e+12
           25.6    8.97987e+11    1.86522e+11    9.36146e+11              0    8.35113e+08    3.89616e+12
           25.8    9.17347e+11    1.88899e+11     9.5245e+11              0    8.74795e+08    3.96829e+12
             26    9.37079e+11    1.91291e+11    9.68926e+11              0    9.15914e+08    4.04098e+12
           26.2    9.57188e+11      1.937e+11    9.85573e+11              0    9.58505e+08    4.11433e+12
           26.4    9.77683e+11    1.96124e+11    1.00239e+12              0     1.0026e+09    4.18822e+12
           26.6    9.98567e+11    1.98563e+11    1.01938e+12              0    1.04824e+09    4.26245e+12
           26.8    1.01985e+12    2.01018e+11    1.03654e+12              0    1.09546e+09     4.3369e+12
             27    1.04153e+12    2.03488e+11    1.05388e+12              0     1.1443e+09    4.41164e+12
           27.2    1.06363e+12    2.05975e+11    1.07138e+12              0    1.19478e+09    4.48683e+12
           27.4    1.08614e+12    2.08476e+11    1.08906e+12              0    1.24696e+09    4.56249e+12
           27.6    1.10908e+12    2.10993e+11    1.10691e+12              0    1.30087e+09    4.63858e+12
           27.8    1.13245e+12    2.13525e+11    1.12494e+12              0    1.35653e+09    4.71504e+12
             28    1.15626e+12    2.16072e+11    1.14314e+12              0    1.41401e+09    4.79191e+12
           28.2    1.18051e+12    2.18635e+11    1.16151e+12              0    1.47332e+09     4.8693e+12
           28.4    1.20522e+12    2.21213e+11    1.18006e+12              0    1.53451e+09     4.9472e+12
           28.6    1.23038e+12    2.23806e+11    1.19878e+12              0    1.59762e+09     5.0255e+12
           28.8    1.25602e+12    2.26415e+11    1.21767e+12              0     1.6627e+09    5.10411e+12
             29    1.28213e+12    2.29038e+11    1.23674e+12              0    1.72977e+09    5.18309e+12
           29.2    1.30872e+12    2.31677e+11    1.25599e+12              0    1.79888e+09    5.26253e+12
           29.4    1.33581e+12    2.34331e+11     1.2754e+12              0    1.87006e+09    5.34243e+12
           29.6    1.36339e+12    2.36999e+11      1.295e+12              0    1.94337e+09    5.42265e+12
           29.8    1.39148e+12    2.39683e+11    1.31477e+12              0    2.01884e+09    5.50306e+12
             30    1.42009e+12    2.42382e+11    1.33471e+12              0    2.09651e+09    5.58368e+12
           30.2    1.44922e+12    2.45096e+11    1.35483e+12              0    2.17643e+09    5.66463e+12
           30.4    1.47888e+12    2.47824e+11    1.37512e+12              0    2.25862e+09    5.74596e+12
           30.6    1.50908e+12    2.50567e+11    1.39559e+12              0    2.34315e+09    5.82767e+12
           30.8    1.53984e+12    2.53325e+11    1.41624e+12              0    2.43005e+09     5.9097e+12
             31    1.57115e+12    2.56098e+11    1.43706e+12              0    2.51936e+09    5.99208e+12
           31.2    1.60303e+12    2.58886e+11    1.45806e+12              0    2.61112e+09    6.07494e+12
           31.4    1.63548e+12    2.61688e+11    1.47923e+12              0    2.70539e+09    6.15831e+12
